dep,codgeo,libgeo,population
02,02226,Courmelles,1854.0
89,89010,Annay-sur-Serein,201.0
42,42088,Épercieux-Saint-Paul,757.0
59,59156,Courchelettes,2881.0
24,24374,Saint-Aubin-de-Lanquais,357.0
81,81134,Lamontélarié,56.0
69,69241,Taluyers,2628.0
02,02455,Malzy,189.0
46,46205,Montgesty,320.0
29,29301,Trézilidé,402.0
67,67002,Adamswiller,399.0
974,974421,Salazie,7243.0
88,88438,La Salle,394.0
42,42300,Sevelinges,648.0
27,27228,Éturqueraye,304.0
16,16379,Taponnat-Fleurignac,1464.0
15,15058,Cros-de-Ronesque,146.0
71,71162,Curgy,1118.0
83,83025,Brue-Auriac,1436.0
29,29208,Plourin,1258.0
64,64267,Ibarrolle,73.0
58,58138,Langeron,348.0
02,02042,Azy-sur-Marne,375.0
07,07132,Largentière,1561.0
07,07050,Chambonas,964.0
53,53052,Champfrémont,283.0
12,12158,Montsalès,324.0
07,07087,Fabras,448.0
06,06105,Roquefort-les-Pins,7276.0
17,17120,Corme-Royal,1939.0
70,70220,Essertenne-et-Cecey,412.0
28,28379,Soulaires,478.0
55,55575,Vouthon-Haut,83.0
54,54225,Gézoncourt,181.0
84,84125,Savoillan,66.0
21,21121,Bussy-la-Pesle,76.0
60,60259,Fresnoy-en-Thelle,877.0
2B,2B205,Patrimonio,877.0
91,91617,Tigery,4318.0
71,71465,Saint-Micaud,278.0
37,37022,Beaumont-en-Véron,2688.0
54,54520,Thiébauménil,382.0
02,02698,Sancy-les-Cheminots,100.0
09,09134,Gestiès,33.0
45,45101,Combreux,273.0
52,52372,Outremécourt,81.0
73,73072,Champ-Laurent,31.0
49,49311,Saint-Philbert-du-Peuple,1331.0
2B,2B188,Olmeta-di-Tuda,543.0
44,44006,Assérac,1880.0
52,52465,Saulxures,131.0
45,45077,La Chapelle-sur-Aveyron,623.0
55,55001,Abainville,285.0
62,62188,Burbure,2819.0
41,41104,Huisseau-sur-Cosson,2308.0
36,36169,Pruniers,502.0
62,62654,Peuplingues,787.0
09,09164,Lescure,486.0
27,27608,Saint-Victor-de-Chrétienville,439.0
51,51105,Cernay-lès-Reims,1508.0
31,31246,Labarthe-Inard,865.0
28,28342,Saint-Jean-Pierre-Fixte,264.0
51,51365,Les Mesneux,934.0
51,51202,Cumières,745.0
88,88425,Saint-Maurice-sur-Mortagne,180.0
07,07192,Rochepaule,238.0
41,41145,Monthou-sur-Bièvre,794.0
74,74037,Boëge,1891.0
73,73224,Saint-Avre,894.0
71,71369,Remigny,417.0
51,51007,Ambonnay,958.0
19,19126,Marcillac-la-Croze,174.0
26,26105,Cornillon-sur-l'Oule,75.0
33,33379,Saint-Brice,314.0
69,69084,Fleurie,1320.0
64,64245,Goès,545.0
41,41235,Sargé-sur-Braye,983.0
60,60526,Ravenel,1054.0
88,88212,Grand,356.0
42,42217,Saint-Didier-sur-Rochefort,458.0
52,52358,Noyers,95.0
87,87085,Limoges,129760.0
25,25226,Étrappe,209.0
23,23079,Felletin,1536.0
35,35302,Saint-Onen-la-Chapelle,1116.0
65,65278,Lomné,33.0
21,21375,Manlay,196.0
27,27554,Saint-Just,3290.0
68,68235,Niederhergheim,1157.0
38,38090,Château-Bernard,278.0
76,76355,Héricourt-en-Caux,959.0
81,81248,Saint-Gauzens,906.0
40,40153,Le Leuy,228.0
77,77451,Signy-Signets,602.0
50,50502,Saint-Lô,19373.0
32,32448,Touget,507.0
30,30233,Saint-Bauzély,668.0
85,85276,Saint-Vincent-Sterlanges,752.0
25,25425,Noël-Cerneux,456.0
09,09261,Saint-Girons,6250.0
62,62087,Bayenghem-lès-Éperlecques,1011.0
15,15242,Le Trioulou,100.0
57,57637,Schneckenbusch,310.0
47,47085,Durance,280.0
11,11228,Mazerolles-du-Razès,151.0
11,11261,Moux,711.0
21,21155,Chaudenay-la-Ville,38.0
02,02032,Aubigny-aux-Kaisnes,247.0
34,34165,Montbazin,2928.0
43,43045,Ceyssac,435.0
52,52184,Effincourt,57.0
52,52253,Juzennecourt,205.0
26,26341,Serves-sur-Rhône,725.0
70,70277,Granges-le-Bourg,381.0
67,67369,Ottwiller,250.0
52,52272,Lanty-sur-Aube,114.0
55,55449,Rupt-en-Woëvre,284.0
70,70089,Bourguignon-lès-Morey,45.0
88,88039,Baudricourt,333.0
49,49283,Saint-Georges-sur-Loire,3718.0
66,66051,Clara,266.0
62,62696,Reclinghem,231.0
77,77483,Varreddes,2121.0
29,29146,Melgven,3405.0
42,42299,Savigneux,3468.0
31,31038,Azas,673.0
38,38270,La Murette,1840.0
38,38296,Le Passage,937.0
80,80276,Équennes-Éramecourt,284.0
62,62456,Houchin,727.0
28,28284,Oinville-Saint-Liphard,277.0
33,33231,Laroque,288.0
49,49092,Chemillé-Melay,21386.0
86,86099,Fleuré,1079.0
65,65240,Labatut-Rivière,377.0
39,39191,Darbonnay,79.0
83,83074,La Martre,215.0
07,07233,Saint-Étienne-de-Serre,204.0
66,66196,Sorède,3448.0
31,31096,Cabanac-Séguenville,179.0
02,02608,Plomion,461.0
16,16100,Chirac,775.0
21,21677,Vic-des-Prés,112.0
38,38512,Tramolé,794.0
27,27610,Saint-Victor-sur-Avre,55.0
60,60639,Tillé,1272.0
12,12270,Sévérac-le-Château,4062.0
25,25483,Reculfoz,36.0
18,18143,Menetou-Couture,371.0
35,35042,Brielles,665.0
51,51553,Souain-Perthes-lès-Hurlus,258.0
36,36240,Vijon,288.0
06,06060,Falicon,2111.0
02,02520,Mont-Notre-Dame,733.0
17,17394,Saint-Saturnin-du-Bois,905.0
30,30195,Peyrolles,33.0
32,32405,Sainte-Radegonde,173.0
88,88488,Valfroicourt,230.0
86,86289,Le Vigeant,661.0
31,31126,Caubiac,425.0
21,21584,Saulieu,2324.0
64,64386,Mirepeix,1251.0
79,79152,Lorigné,303.0
44,44015,Blain,10187.0
25,25536,Sauvagney,194.0
43,43083,Cubelles,149.0
40,40063,Candresse,850.0
12,12247,Saint-Saturnin-de-Lenne,311.0
36,36048,Chavin,271.0
25,25356,Maîche,4244.0
91,91122,Bures-sur-Yvette,9254.0
74,74094,Cranves-Sales,7182.0
62,62599,Nabringhen,230.0
72,72340,Souligné-sous-Ballon,1238.0
62,62476,Izel-lès-Équerchin,1058.0
90,90089,Rougemont-le-Château,1486.0
21,21290,Gemeaux,946.0
80,80221,Cramont,304.0
87,87025,Burgnac,856.0
80,80748,Templeux-le-Guérard,194.0
27,27011,Amfreville-la-Campagne,1194.0
22,22031,Carnoët,658.0
89,89225,Lichères-sur-Yonne,42.0
71,71463,Saint-Maurice-lès-Châteauneuf,583.0
69,69076,Dommartin,2519.0
77,77372,Pomponne,4158.0
52,52029,Autigny-le-Grand,131.0
24,24534,Sigoulès,1221.0
81,81242,Saint-Avit,273.0
59,59201,Erquinghem-le-Sec,602.0
30,30302,Saint-Victor-la-Coste,2205.0
38,38365,Saint-Baudille-de-la-Tour,835.0
52,52393,Poinsenot,56.0
60,60567,Saint-Aubin-en-Bray,1178.0
33,33395,Saint-Estèphe,1617.0
18,18135,Maisonnais,232.0
78,78300,Hargeville,434.0
972,972210,Le François,15996.0
71,71415,Sainte-Foy,141.0
83,83073,Le Luc,11053.0
83,83094,Le Plan-de-la-Tour,3055.0
26,26056,Bourdeaux,693.0
80,80759,Tilloloy,337.0
69,69266,Villeurbanne,156928.0
25,25417,Naisey-les-Granges,808.0
46,46301,Sauzet,536.0
53,53023,La Bazouge-des-Alleux,554.0
06,06037,Caussols,312.0
60,60126,Cannectancourt,515.0
62,62528,Loos-en-Gohelle,6896.0
05,05071,Lardier-et-Valença,351.0
27,27592,Saint-Pierre-de-Salerne,243.0
69,69206,Saint-Georges-de-Reneins,4461.0
51,51533,Servon-Melzicourt,95.0
11,11304,Quillan,3066.0
68,68189,Logelheim,910.0
34,34092,Cruzy,953.0
84,84004,Aubignan,5894.0
59,59322,Iwuy,3343.0
37,37006,Artannes-sur-Indre,2734.0
32,32135,Fustérouau,135.0
80,80655,Quesnoy-sur-Airaines,420.0
31,31002,Aignes,239.0
11,11077,Castelnau-d'Aude,497.0
57,57041,Aumetz,2384.0
60,60245,Formerie,2105.0
72,72083,Chevillé,363.0
72,72020,Avezé,691.0
59,59478,Quaëdypre,1121.0
85,85039,La Bruffière,4044.0
27,27210,Écardenville-la-Campagne,455.0
59,59076,Bettignies,309.0
51,51636,Villers-Marmery,558.0
87,87097,Mézières-sur-Issoire,1000.0
58,58048,Cessy-les-Bois,114.0
55,55415,Ranzières,89.0
31,31170,Escanecrabe,221.0
54,54013,Amenoncourt,86.0
11,11352,Saint-Louis-et-Parahou,51.0
94,94074,Valenton,14482.0
62,62853,Vieil-Moutier,377.0
95,95641,Vémars,2848.0
57,57638,Schoeneck,2450.0
51,51083,Braux-Saint-Remy,81.0
25,25397,Montferrand-le-Château,2185.0
2B,2B077,Castellare-di-Casinca,706.0
24,24340,Prigonrieux,4292.0
02,02728,Sorbais,257.0
55,55199,Froidos,86.0
03,03012,Autry-Issards,313.0
51,51203,Cuperly,223.0
77,77513,Villenoy,5019.0
21,21276,Fontaines-en-Duesmois,116.0
83,83026,Cabasse,1951.0
59,59081,Bévillers,549.0
22,22246,Pommeret,2121.0
77,77079,Champagne-sur-Seine,6356.0
89,89303,Poilly-sur-Serein,244.0
74,74184,Minzier,1051.0
85,85210,Saint-Étienne-du-Bois,2191.0
80,80798,Villers-Bocage,1459.0
74,74216,Présilly,1063.0
74,74016,Archamps,2542.0
42,42287,Saint-Sauveur-en-Rue,1085.0
24,24117,Chavagnac,556.0
47,47142,Lauzun,735.0
63,63470,Volvic,4740.0
46,46087,Dégagnac,642.0
65,65446,Tostat,548.0
26,26065,Chabrillan,760.0
16,16013,Angeac-Charente,305.0
22,22276,Saint-Bihy,264.0
88,88335,Offroicourt,154.0
01,01075,Chaleins,1430.0
05,05103,Le Poët,785.0
32,32220,Luppé-Violles,135.0
28,28380,Sours,1969.0
30,30060,Caissargues,4097.0
54,54010,Allamps,496.0
62,62701,Rely,452.0
58,58047,Cervon,616.0
53,53043,Brée,573.0
53,53165,Niafles,350.0
67,67547,Wittisheim,2076.0
52,52240,Heuilley-le-Grand,190.0
89,89267,Montréal,171.0
51,51448,Prouilly,549.0
01,01429,Vandeins,717.0
71,71267,Lugny,852.0
50,50599,Tollevast,1623.0
77,77484,Vaucourtois,286.0
54,54297,Laneuveville-aux-Bois,301.0
24,24034,Beleymas,273.0
04,04040,Le Castellard-Mélan,61.0
04,04150,Piégut,208.0
66,66014,Baixas,2727.0
52,52512,Vecqueville,508.0
40,40244,Rivière-Saas-et-Gourby,1374.0
85,85265,Saint-Pierre-le-Vieux,926.0
30,30081,Chusclan,971.0
65,65124,Camparan,53.0
27,27312,Hardencourt-Cocherel,274.0
16,16162,Gurat,183.0
62,62194,Calonne-Ricouart,5463.0
71,71503,Saules,126.0
89,89353,Saint-Martin-d'Ordon,420.0
17,17204,Léoville,302.0
28,28278,Nogent-le-Phaye,1474.0
08,08421,Signy-Montlibert,93.0
88,88124,Darney,1056.0
89,89419,Toucy,2569.0
39,39008,Amange,445.0
38,38487,Seyssuel,2080.0
02,02004,Agnicourt-et-Séchelles,186.0
52,52548,Vraincourt,88.0
90,90039,Essert,3348.0
22,22349,Trédrez-Locquémeau,1456.0
02,02624,Proisy,273.0
09,09052,Besset,166.0
72,72355,Thoiré-sous-Contensor,113.0
58,58192,Neuville-lès-Decize,215.0
12,12105,La Fouillade,1104.0
46,46254,Saint-Chels,136.0
42,42097,La Fouillouse,4655.0
71,71419,Saint-Germain-du-Bois,1917.0
39,39338,Molay,506.0
51,51392,Mutigny,199.0
51,51145,Chenay,224.0
27,27690,Villers-en-Vexin,312.0
57,57669,Théding,2441.0
22,22091,Kermoroc'h,433.0
25,25216,Écurcey,263.0
01,01445,Villemotier,617.0
56,56011,Béganne,1423.0
11,11150,Fontiers-Cabardès,458.0
12,12291,Verrières,369.0
65,65136,Caubous,31.0
79,79057,Brioux-sur-Boutonne,1439.0
21,21532,Rouvres-en-Plaine,1205.0
78,78230,La Falaise,623.0
31,31048,Baziège,3523.0
27,27629,Thiberville,1773.0
21,21429,Montigny-Montfort,286.0
24,24420,Saint-Géry,247.0
09,09037,Barjac,43.0
26,26107,Crépol,528.0
62,62527,Longvilliers,254.0
40,40165,Luglon,377.0
11,11427,Villelongue-d'Aude,306.0
38,38047,Blandin,154.0
65,65460,Vic-en-Bigorre,4822.0
08,08006,Alland'Huy-et-Sausseuil,262.0
67,67054,Bolsenheim,574.0
30,30133,Le Grau-du-Roi,8438.0
38,38556,Ville-sous-Anjou,1190.0
40,40155,Linxe,1541.0
87,87083,Laurière,525.0
04,04112,Manosque,22926.0
32,32260,Monbardon,71.0
30,30038,Bez-et-Esparon,323.0
26,26307,Saint-Jean-en-Royans,2783.0
10,10287,Piney,1447.0
38,38552,Villard-Saint-Christophe,400.0
53,53261,Soucé,158.0
2A,2A127,Giuncheto,96.0
21,21562,Saint-Maurice-sur-Vingeanne,199.0
79,79300,Sainte-Verge,1394.0
52,52388,Pierremont-sur-Amance,151.0
34,34138,Lieuran-Cabrières,336.0
89,89002,Aigremont,73.0
77,77259,Longperrier,2669.0
38,38566,Vourey,1687.0
19,19228,Saint-Pantaléon-de-Lapleau,65.0
54,54385,Morfontaine,1079.0
02,02027,Assis-sur-Serre,206.0
17,17178,Givrezac,73.0
57,57295,Haraucourt-sur-Seille,107.0
79,79235,Saint-Amand-sur-Sèvre,1415.0
34,34205,Les Plans,305.0
16,16374,Soyaux,9995.0
35,35049,Cancale,5435.0
25,25580,Valentigney,10765.0
95,95268,Garges-lès-Gonesse,42841.0
36,36106,Luzeret,155.0
25,25043,Bart,2010.0
05,05089,Montrond,90.0
68,68244,Obermorschwihr,392.0
79,79120,La Ferrière-en-Parthenay,749.0
57,57319,Herny,522.0
74,74210,Perrignier,1878.0
79,79079,Mauléon,8597.0
36,36001,Aigurande,1359.0
89,89088,Chassy,471.0
43,43144,Moudeyres,100.0
58,58070,Chazeuil,60.0
59,59317,Houplines,7897.0
57,57234,Frauenberg,600.0
84,84076,Mirabeau,1419.0
17,17015,Arces,730.0
43,43014,Autrac,52.0
56,56249,Taupont,2330.0
62,62533,Lugy,144.0
34,34075,Cesseras,426.0
25,25006,Adam-lès-Passavant,88.0
80,80410,Ham,4459.0
55,55404,Pierrefitte-sur-Aire,313.0
16,16251,Oriolles,247.0
32,32047,Berrac,113.0
34,34284,Saint-Pons-de-Thomières,1735.0
89,89251,Merry-la-Vallée,364.0
70,70055,Baudoncourt,488.0
50,50300,Le Mesnil-Adelée,161.0
64,64062,Arudy,2248.0
63,63183,Labessette,69.0
60,60118,Caisnes,507.0
15,15158,Rageade,102.0
54,54285,Juvrecourt,49.0
71,71341,Palleau,261.0
07,07172,Peaugres,2320.0
27,27111,Bretagnolles,202.0
16,16415,Vindelle,1062.0
47,47232,Saint-Barthélemy-d'Agenais,512.0
36,36153,Paulnay,346.0
64,64190,Claracq,240.0
28,28031,Beaumont-les-Autels,422.0
76,76206,Cuverville,342.0
51,51305,Janvry,136.0
88,88021,Autrey,277.0
24,24142,Coux-et-Bigaroque,1223.0
16,16207,Marcillac-Lanville,496.0
28,28024,Barjouville,1767.0
81,81317,Villefranche-d'Albigeois,1239.0
89,89099,Cheny,2265.0
08,08201,Gruyères,103.0
29,29068,Guiclan,2547.0
71,71284,Martailly-lès-Brancion,130.0
89,89133,Cudot,378.0
10,10300,Pougy,278.0
92,92023,Clamart,54491.0
60,60638,Thury-sous-Clermont,672.0
53,53130,Laval,49657.0
15,15122,Maurs,2110.0
31,31075,Bonrepos-sur-Aussonnelle,1252.0
16,16277,Réparsac,603.0
14,14465,Nonant,513.0
65,65087,Bertren,162.0
68,68162,Kaysersberg,4401.0
17,17279,Plassac,648.0
12,12149,Montclar,147.0
39,39249,Germigney,75.0
62,62181,Bucquoy,1480.0
42,42265,Saint-Michel-sur-Rhône,867.0
47,47152,Lougratte,418.0
70,70260,Frotey-lès-Lure,694.0
11,11092,Citou,95.0
89,89150,Égleny,450.0
51,51341,Malmy,35.0
56,56236,Saint-Servant,795.0
21,21297,Gilly-lès-Cîteaux,731.0
86,86092,Dangé-Saint-Romain,2958.0
11,11406,Véraza,32.0
26,26002,Albon,1951.0
07,07194,Rochessauve,472.0
02,02297,Étrépilly,125.0
64,64117,Bésingrand,146.0
62,62490,Lattre-Saint-Quentin,294.0
63,63342,Saint-Floret,246.0
12,12036,Brommat,636.0
62,62540,Maisnil-lès-Ruitz,1691.0
06,06064,Gattières,4287.0
71,71540,Torcy,2810.0
56,56262,Bono,2581.0
57,57463,Metz,120874.0
19,19147,Nespouls,639.0
66,66137,Le Perthus,560.0
67,67183,Harskirchen,888.0
28,28056,Boutigny-Prouais,1663.0
31,31382,Montgras,115.0
09,09341,Viviès,154.0
11,11381,Sougraigne,125.0
70,70109,Buthiers,317.0
28,28151,Fessanvilliers-Mattanvilliers,176.0
07,07040,Boucieu-le-Roi,251.0
68,68372,Willer-sur-Thur,1766.0
10,10224,Marigny-le-Châtel,1756.0
15,15027,Calvinet,732.0
2B,2B192,Olmo,143.0
11,11367,Saissac,918.0
44,44159,Saint-Fiacre-sur-Maine,1241.0
57,57059,Bellange,55.0
25,25445,Paroy,119.0
56,56261,La Vraie-Croix,1474.0
81,81199,Padiès,166.0
25,25584,Valoreille,123.0
79,79170,Mauzé-sur-le-Mignon,2893.0
35,35146,Langouet,617.0
88,88336,Ollainville,75.0
21,21210,Créancey,524.0
89,89331,Sainpuits,300.0
19,19140,Monceaux-sur-Dordogne,631.0
24,24495,Saint-Romain-de-Monpazier,112.0
70,70039,Autoreille,375.0
24,24043,Biron,140.0
68,68323,Steinbrunn-le-Bas,851.0
02,02569,Oisy,481.0
43,43236,La Séauve-sur-Semène,1481.0
62,62224,Chocques,2824.0
46,46201,Montcuq,1812.0
43,43265,Les Villettes,1449.0
55,55165,Doulcon,426.0
43,43166,Saint-André-de-Chalencon,381.0
79,79103,Courlay,2409.0
16,16287,Roullet-Saint-Estèphe,4312.0
27,27563,Saint-Mards-de-Blacarville,842.0
21,21285,Franxault,515.0
09,09068,Burret,44.0
01,01198,Joyeux,262.0
64,64442,Parbayse,326.0
04,04200,Salignac,679.0
54,54487,Saint-Rémy-aux-Bois,64.0
76,76196,Criquetot-l'Esneval,2567.0
35,35297,Saint-Méen-le-Grand,4603.0
56,56008,Baden,4642.0
76,76693,Le Tilleul,676.0
65,65271,Lézignan,357.0
58,58184,Moussy,105.0
40,40282,Saint-Sever,4983.0
27,27232,Farceaux,344.0
16,16211,Marthon,551.0
50,50175,Éroudeville,186.0
02,02186,Chézy-sur-Marne,1322.0
61,61076,Le Cercueil,141.0
58,58033,Bitry,306.0
89,89086,Charny,4807.0
11,11303,Puivert,428.0
30,30166,Meynes,2572.0
10,10233,Méry-sur-Seine,1465.0
40,40110,Geaune,756.0
27,27103,Bourg-Achard,4014.0
77,77281,Mauperthuis,480.0
11,11249,Montjardin,82.0
24,24156,La Douze,1155.0
74,74088,Copponex,1268.0
22,22311,Saint-Lormel,882.0
52,52359,Nully,143.0
54,54174,Écrouves,4442.0
82,82178,Savenès,820.0
38,38093,Châtenay,434.0
46,46228,Prudhomat,729.0
74,74205,Onnion,1267.0
83,83049,Cuers,12550.0
34,34192,Palavas-les-Flots,5881.0
24,24549,Thénac,462.0
58,58232,Saint-Benin-d'Azy,1259.0
91,91137,Champmotteux,363.0
05,05022,Bréziers,242.0
54,54024,Arraye-et-Han,366.0
02,02361,Guise,4533.0
73,73081,Le Châtelard,659.0
90,90099,Valdoie,5236.0
55,55403,Peuvillers,61.0
59,59174,Dimechaux,326.0
2A,2A019,Arbori,52.0
81,81104,Giroussens,1514.0
39,39283,Lavancia-Epercy,614.0
68,68135,Hésingue,2859.0
57,57700,Vaudreching,491.0
62,62371,Givenchy-en-Gohelle,2026.0
49,49063,Chalonnes-sur-Loire,6519.0
07,07051,Champagne,590.0
69,69056,Chessy,2069.0
30,30128,Générac,4025.0
56,56098,Lanester,23026.0
61,61214,L' Aigle,7824.0
63,63472,Yronde-et-Buron,646.0
27,27320,La Haye-du-Theil,317.0
13,13034,Eygalières,1733.0
15,15173,Saint-Bonnet-de-Condat,114.0
17,17438,Tanzac,297.0
36,36115,Menetou-sur-Nahon,134.0
48,48002,Albaret-Sainte-Marie,554.0
29,29175,Plonévez-du-Faou,2152.0
54,54543,Vallois,135.0
25,25339,Lods,234.0
78,78311,Houilles,33449.0
33,33393,Saint-Denis-de-Pile,5816.0
32,32113,Cravencères,91.0
51,51251,Flavigny,175.0
70,70021,Andornay,183.0
87,87078,Javerdat,690.0
14,14087,Bonnoeil,120.0
51,51460,Rieux,195.0
02,02452,Maissemy,234.0
70,70527,Vaux-le-Moncelot,77.0
14,14019,Arganchy,214.0
33,33268,Margaux,2831.0
08,08125,Cliron,414.0
16,16341,Saint-Michel,3224.0
22,22180,Plélan-le-Petit,1933.0
2B,2B170,Morsiglia,105.0
35,35295,Saint-Maugan,530.0
62,62627,Noyelles-sous-Bellonne,839.0
59,59155,Coudekerque-Branche,20765.0
62,62104,Bellebrune,440.0
23,23230,Saint-Pierre-Chérignat,164.0
27,27138,Chamblac,372.0
93,93005,Aulnay-sous-Bois,86135.0
24,24102,Chancelade,4435.0
39,39485,Saint-Julien,782.0
34,34315,Usclas-d'Hérault,438.0
38,38294,Panossas,667.0
07,07108,Jaunac,116.0
25,25316,Issans,239.0
25,25515,Sainte-Colombe,464.0
18,18212,Saint-Germain-des-Bois,642.0
54,54500,Selaincourt,180.0
71,71196,Le Fay,625.0
65,65412,Sauveterre,162.0
01,01456,Vongnes,71.0
37,37137,Lublé,139.0
37,37143,Manthelan,1367.0
02,02271,Dravegny,130.0
06,06113,Sainte-Agnès,1351.0
39,39275,Lamoura,654.0
39,39111,Charnod,38.0
49,49339,Soulaire-et-Bourg,1489.0
53,53176,Le Pas,530.0
43,43091,Les Estables,321.0
27,27524,Sainte-Colombe-la-Commanderie,866.0
72,72233,Peray,67.0
71,71306,Montceau-les-Mines,16831.0
64,64434,Ossenx,50.0
30,30312,Sauveterre,2029.0
32,32383,Saint-Justin,127.0
02,02052,Bassoles-Aulers,129.0
02,02110,Braine,2237.0
2A,2A142,Levie,675.0
21,21146,Charmes,120.0
2B,2B184,Olcani,94.0
31,31581,Villaudric,1632.0
56,56128,Melrand,1519.0
76,76424,Ménonval,231.0
82,82174,Saint-Vincent-d'Autéjac,284.0
76,76598,Saint-Léger-aux-Bois,485.0
51,51375,Montbré,367.0
74,74070,Chens-sur-Léman,2941.0
23,23262,Vigeville,164.0
10,10258,Morvilliers,272.0
76,76583,Saint-Germain-sous-Cailly,321.0
38,38479,Semons,2071.0
02,02349,Goudelancourt-lès-Berrieux,59.0
09,09306,Tarascon-sur-Ariège,3034.0
73,73307,Valmeinier,572.0
50,50397,Perriers-en-Beauficel,207.0
55,55543,Velaines,903.0
23,23169,La Saunière,653.0
82,82138,Perville,172.0
73,73296,Tignes,2005.0
64,64156,Buziet,476.0
59,59657,West-Cappel,636.0
01,01158,Farges,1058.0
60,60239,Fleury,581.0
02,02084,Bézu-le-Guéry,252.0
84,84118,Saint-Saturnin-lès-Apt,2947.0
52,52133,Clinchamp,70.0
32,32087,Castex-d'Armagnac,134.0
02,02419,Leschelle,268.0
52,52062,Bourg,159.0
64,64513,Sauveterre-de-Béarn,1365.0
31,31253,Labastidette,2943.0
71,71093,La Chapelle-Saint-Sauveur,643.0
09,09066,Brassac,621.0
14,14278,Fontenay-le-Pesnel,1217.0
69,69020,Belmont-d'Azergues,705.0
76,76581,Saint-Germain-des-Essourts,381.0
95,95149,Chaumontel,3356.0
16,16232,Mornac,2123.0
42,42297,Salvizinet,615.0
23,23207,Saint-Léger-Bridereix,175.0
22,22160,Noyal,962.0
54,54566,Vilcey-sur-Trey,148.0
26,26064,Chabeuil,6873.0
80,80334,Fossemanant,99.0
17,17296,Rétaud,1058.0
24,24511,Saint-Vincent-Jalmoutiers,238.0
77,77511,Villeneuve-sous-Dammartin,628.0
55,55570,Villotte-sur-Aire,217.0
10,10318,Rigny-la-Nonneuse,156.0
36,36135,Moulins-sur-Céphons,283.0
60,60281,Gournay-sur-Aronde,537.0
78,78140,Chapet,1344.0
39,39010,Andelot-Morval,91.0
57,57542,Piblange,966.0
80,80743,Suzanne,192.0
38,38048,Bonnefamille,1096.0
40,40031,Bégaar,1215.0
90,90025,Chavannes-les-Grands,342.0
71,71097,La Chapelle-Thècle,480.0
54,54529,Tramont-Émy,28.0
10,10160,Fravaux,36.0
26,26369,Verclause,64.0
12,12051,Cantoin,311.0
72,72275,Saint-Corneille,1518.0
48,48046,Chaulhac,62.0
45,45008,Artenay,1983.0
25,25036,Avanne-Aveney,2235.0
47,47225,Roquefort,2102.0
52,52349,Neuilly-sur-Suize,297.0
27,27571,Saint-Martin-Saint-Firmin,338.0
67,67483,Struth,221.0
27,27457,Piseux,689.0
02,02526,Morgny-en-Thiérache,104.0
74,74252,Saint-Sigismond,628.0
44,44079,Le Landreau,3160.0
18,18055,Chârost,912.0
56,56096,Landaul,2458.0
80,80822,Warsy,132.0
65,65243,Lafitole,445.0
60,60558,Roye-sur-Matz,455.0
30,30030,Baron,348.0
79,79309,Scillé,353.0
74,74281,Thonon-les-Bains,37027.0
61,61193,La Gonfrière,275.0
82,82038,Caylus,1470.0
70,70276,Granges-la-Ville,184.0
75,75104,Paris 4e  Arrondissement,28324.0
40,40192,Mont-de-Marsan,30674.0
74,74229,Saint-Cergues,3714.0
40,40076,Cauna,430.0
25,25190,Dampierre-les-Bois,1577.0
60,60424,Montmartin,281.0
60,60315,Hodenc-en-Bray,488.0
51,51571,Val-de-Vesle,966.0
29,29069,Guilers,8170.0
62,62653,Pernes-lès-Boulogne,417.0
63,63167,Gimeaux,393.0
01,01437,Vescours,219.0
55,55072,Braquis,106.0
50,50148,Couvains,566.0
44,44135,Le Pouliguen,4005.0
56,56259,La Trinité-Surzur,1721.0
21,21490,Poiseul-la-Ville-et-Laperrière,155.0
37,37258,Thizay,296.0
40,40139,Laglorieuse,579.0
36,36038,Champillet,129.0
03,03103,Le Donjon,1028.0
76,76038,Authieux-Ratiéville,403.0
54,54547,Vandoeuvre-lès-Nancy,29537.0
74,74228,Saint-Blaise,372.0
71,71474,Sainte-Radegonde,148.0
03,03018,Bayet,675.0
04,04067,Curel,52.0
41,41284,Villeneuve-Frouville,67.0
54,54274,Jarville-la-Malgrange,9374.0
88,88246,Hymont,487.0
63,63006,Anzat-le-Luguet,173.0
66,66069,Espira-de-l'Agly,3532.0
27,27591,Saint-Pierre-de-Cormeilles,584.0
59,59002,Abscon,4203.0
86,86221,Saint-Genest-d'Ambière,1194.0
29,29065,Gourlizon,937.0
06,06142,Touët-de-l'Escarène,306.0
971,971109,Gourbeyre,7508.0
83,83093,Plan-d'Aups-Sainte-Baume,2333.0
24,24254,Marnac,181.0
31,31215,Gauré,470.0
54,54240,Grosrouvres,53.0
58,58170,Monceaux-le-Comte,124.0
85,85096,La Garnache,5316.0
12,12063,La Cavalerie,2195.0
59,59032,Aulnoy-lez-Valenciennes,7183.0
60,60518,Puits-la-Vallée,204.0
33,33394,Saint-Émilion,1769.0
34,34293,La Salvetat-sur-Agout,1121.0
80,80230,Curchy,305.0
55,55365,Murvaux,139.0
74,74180,Messery,2271.0
80,80553,Molliens-au-Bois,339.0
54,54445,Raville-sur-Sânon,103.0
89,89141,Dissangis,118.0
50,50528,Saint-Nicolas-de-Pierrepont,301.0
14,14656,Saint-Rémy,982.0
81,81132,Guitalens-L'Albarède,829.0
21,21208,Courtivron,160.0
18,18287,Vinon,292.0
62,62053,Audincthun,676.0
26,26047,Bellegarde-en-Diois,92.0
